Name,Description,Category,Priority,Due Date,Done,Recurrence
Restock monitor stand,Running low — order more monitor stand,Shopping,Medium,02/03/2026,Yes,
Deep clean living room,Full clean of the living room,Personal,Medium,02/03/2026,No,
Book physio appointment,Address recurring shoulder tension,Health,High,02/03/2026,Yes,
Update API documentation,Add new endpoints to Swagger docs,Work,Medium,02/03/2026,No,Daily
Shop for winter essentials,Buy thermal layers and accessories,Shopping,High,02/03/2026,No,
Resolve merge conflict in settings,Fix conflicting changes in branch,Work,Low,02/03/2026,No,
Plan birthday celebration for Alice,"Organise venue, guests and cake",Personal,High,02/03/2026,Yes,Daily
Blood pressure check,Visit pharmacy for quick reading,Health,Low,02/03/2026,No,
New Year goals review,Check progress on annual objectives,Personal,Medium,02/03/2026,No,Weekly
Security audit of notifications,Review for vulnerabilities and patch issues,Work,Medium,02/03/2026,No,Monthly
Set up standing order,Automate monthly savings transfer,Finance,Medium,02/03/2026,Yes,Monthly
Pick up prescription,Collect medication from pharmacy,Shopping,Medium,02/03/2026,Yes,
Morning run 5km,Steady pace training run,Health,Low,03/03/2026,No,
Fix auth bug in reports,Investigate and resolve the issue in reports,Work,High,03/03/2026,No,
Database migration script,Write and test migration for schema change,Work,Low,03/03/2026,No,Daily
Review credit card statement,Check for any unusual charges,Finance,Medium,03/03/2026,No,Daily
Follow up on monitor stand,Chase outstanding response on monitor stand,General,Medium,03/03/2026,Yes,Monthly
File expense report,Collect receipts and submit via portal,Finance,Low,03/03/2026,Yes,
Update passwords,Rotate credentials for key accounts,General,Medium,03/03/2026,No,Monthly
Pay off credit card balance,Clear full balance before due date,Finance,Medium,03/03/2026,Yes,Daily
Cancel unused subscription,Remove service no longer needed,Finance,Medium,03/03/2026,Yes,
Grocery shop,Stock up on weekly essentials,Shopping,Medium,03/03/2026,Yes,Weekly
Grocery shop,Stock up on weekly essentials,Shopping,Medium,03/03/2026,No,Weekly
Review credit card statement,Check for any unusual charges,Finance,Medium,03/03/2026,No,
Read chapter of Atomic Habits,Continue reading Atomic Habits,Personal,Medium,03/03/2026,Yes,Monthly
Restock home office supplies,"Paper, pens, sticky notes and snacks",Shopping,High,03/03/2026,Yes,Daily
Update passwords,Rotate credentials for key accounts,General,Medium,03/03/2026,No,
Gym workout — shoulders,Focus session on shoulders,Health,Medium,04/03/2026,Yes,
Blood pressure check,Visit pharmacy for quick reading,Health,High,04/03/2026,No,Daily
Sprint planning meeting,Define user stories and assign tickets,Work,Medium,04/03/2026,Yes,
Review pull request #30,Code review for the latest changes,Work,Medium,04/03/2026,No,Daily
Restock home office supplies,"Paper, pens, sticky notes and snacks",Shopping,Low,04/03/2026,No,Monthly
Track water intake,Aim for 2.5L throughout the day,Health,High,04/03/2026,No,
Write technical spec for filters,Document architecture and implementation plan,Work,High,04/03/2026,Yes,Daily
Track water intake,Aim for 2.5L throughout the day,Health,Low,04/03/2026,Yes,Monthly
Schedule monthly review,Block calendar time for retrospective,General,Medium,04/03/2026,No,Weekly
Plan birthday celebration for Sarah,"Organise venue, guests and cake",Personal,Low,04/03/2026,No,
Renew driving licence,Complete online renewal application,Personal,Medium,04/03/2026,Yes,
Check local news,Read area updates and community notices,General,Medium,04/03/2026,Yes,Weekly
Doctor checkup,Annual physical examination,Health,Low,05/03/2026,Yes,Monthly
Meditation 30 minutes,Mindfulness session using app,Health,High,05/03/2026,Yes,Weekly
Review monthly budget,Check spending and adjust forecast,Finance,Medium,05/03/2026,Yes,Daily
Follow up on monitor stand,Chase outstanding response on monitor stand,General,Low,05/03/2026,Yes,Monthly
Track water intake,Aim for 2.5L throughout the day,Health,Medium,05/03/2026,No,
Buy gift for Alice,Find appropriate gift under budget,Shopping,Medium,05/03/2026,Yes,Weekly
Backup files to cloud,Sync important documents to cloud storage,General,High,05/03/2026,No,
Update emergency contacts,Add new phone numbers and addresses,Personal,High,05/03/2026,Yes,
Check investment portfolio,Review ETF performance and rebalance,Finance,Low,05/03/2026,Yes,
Buy winter jacket,Purchase winter jacket from local store or online,Shopping,Low,05/03/2026,No,
Return monitor stand,Send back unwanted monitor stand within return window,Shopping,High,05/03/2026,Yes,
Shop for winter essentials,Buy thermal layers and accessories,Shopping,Low,05/03/2026,No,Daily
Meditation 20 minutes,Mindfulness session using app,Health,Medium,05/03/2026,No,
Weigh in and log progress,Record in health tracking app,Health,Medium,05/03/2026,No,
Backup files to cloud,Sync important documents to cloud storage,General,Medium,06/03/2026,Yes,Monthly
Print contract,Download and print required contract,General,Medium,06/03/2026,No,Monthly
Shop for winter essentials,Buy thermal layers and accessories,Shopping,Medium,06/03/2026,Yes,Monthly
Write in journal,Reflect on the week and set intentions,Personal,Medium,06/03/2026,Yes,
Call the team,Catch up with the team over the phone,Personal,Medium,06/03/2026,No,
Fix CSS layout on profile page,Resolve responsive design issues,Work,Low,06/03/2026,No,
Deep clean living room,Full clean of the living room,Personal,Medium,06/03/2026,Yes,Daily
Schedule monthly review,Block calendar time for retrospective,General,Medium,06/03/2026,Yes,
Grocery shop,Stock up on weekly essentials,Shopping,High,06/03/2026,No,Monthly
Backup files to cloud,Sync important documents to cloud storage,General,High,06/03/2026,No,
Meal prep healthy lunches,Cook proteins and salads for the week,Health,Medium,06/03/2026,Yes,
Performance review write-up,Document achievements and goals,Work,High,06/03/2026,No,Monthly
Print form,Download and print required form,General,High,06/03/2026,Yes,
Print contract,Download and print required contract,General,Medium,06/03/2026,Yes,
Follow up on vitamins,Chase outstanding response on vitamins,General,High,07/03/2026,No,
Implement notifications feature,Build and test the new functionality,Work,Low,07/03/2026,No,
Research pension contributions,Review employer match options,Finance,High,07/03/2026,No,
Organise home office,"Tidy cables, sort desk and restock supplies",Personal,Low,07/03/2026,No,
Backup files to cloud,Sync important documents to cloud storage,General,Medium,07/03/2026,No,
Blood pressure check,Visit pharmacy for quick reading,Health,Medium,07/03/2026,No,
Doctor checkup,Annual physical examination,Health,Medium,07/03/2026,No,
Research pension contributions,Review employer match options,Finance,High,07/03/2026,Yes,
Restock home office supplies,"Paper, pens, sticky notes and snacks",Shopping,High,07/03/2026,No,Daily
Renew parking permit,Submit renewal before current one expires,General,High,07/03/2026,No,Daily
Meal prep healthy lunches,Cook proteins and salads for the week,Health,Medium,07/03/2026,No,
Submit tax documents,Upload supporting documents to HMRC,Finance,Medium,07/03/2026,Yes,Weekly
Follow up on desk lamp,Chase outstanding response on desk lamp,General,High,07/03/2026,Yes,
Gym workout — back and biceps,Focus session on back and biceps,Health,Medium,07/03/2026,No,
Resolve merge conflict in storage,Fix conflicting changes in branch,Work,Medium,08/03/2026,Yes,Daily
Read chapter of Sapiens,Continue reading Sapiens,Personal,Low,08/03/2026,No,Daily
Renew parking permit,Submit renewal before current one expires,General,Medium,08/03/2026,No,
Organise home office,"Tidy cables, sort desk and restock supplies",Personal,Low,08/03/2026,Yes,
Review monthly budget,Check spending and adjust forecast,Finance,Medium,08/03/2026,Yes,Monthly
Research AI trends,Read articles and save key notes,Personal,High,08/03/2026,Yes,
Follow up on vitamins,Chase outstanding response on vitamins,General,Low,08/03/2026,No,
Update emergency contacts,Add new phone numbers and addresses,Personal,Low,08/03/2026,No,
Compare insurance policies,Annual review of home and car cover,Finance,Medium,08/03/2026,Yes,Daily
Client call preparation,Prepare slides and agenda for client meeting,Work,High,08/03/2026,No,
Gym workout — back and biceps,Focus session on back and biceps,Health,Medium,08/03/2026,Yes,
Meditation 5 minutes,Mindfulness session using app,Health,Medium,08/03/2026,Yes,Weekly
Call the team,Catch up with the team over the phone,Personal,Low,08/03/2026,Yes,Weekly
Doctor checkup,Annual physical examination,Health,High,09/03/2026,Yes,
Meditation 15 minutes,Mindfulness session using app,Health,Medium,09/03/2026,No,
Resolve merge conflict in auth,Fix conflicting changes in branch,Work,Low,09/03/2026,Yes,
Print form,Download and print required form,General,Low,09/03/2026,No,
Book eye test appointment,Schedule overdue check with optician,Personal,Medium,09/03/2026,Yes,
Buy gift for mum,Find appropriate gift under budget,Shopping,Low,09/03/2026,No,
Restock winter jacket,Running low — order more winter jacket,Shopping,Medium,09/03/2026,No,
Clean up desktop,Organise files and remove shortcuts,General,Medium,09/03/2026,No,Daily
Order protein powder online,Compare prices and place order for protein powder,Shopping,High,09/03/2026,Yes,Weekly
Deploy production build,Push latest build to production environment,Work,High,09/03/2026,No,Weekly
Transfer savings,Move surplus to ISA or investment account,Finance,Medium,09/03/2026,No,
Check local news,Read area updates and community notices,General,High,09/03/2026,Yes,Daily
Implement CSV export feature,Build and test the new functionality,Work,Low,09/03/2026,Yes,
Pick up prescription,Collect medication from pharmacy,Shopping,Medium,09/03/2026,No,
Renew parking permit,Submit renewal before current one expires,General,Medium,10/03/2026,No,Monthly
Team standup preparation,Prepare blockers and progress updates,Work,Medium,10/03/2026,Yes,
Performance review write-up,Document achievements and goals,Work,Medium,10/03/2026,No,Weekly
Plan birthday celebration for Lena,"Organise venue, guests and cake",Personal,Low,10/03/2026,Yes,
Shop for winter essentials,Buy thermal layers and accessories,Shopping,Low,10/03/2026,Yes,
Order desk lamp online,Compare prices and place order for desk lamp,Shopping,High,10/03/2026,Yes,
Transfer savings,Move surplus to ISA or investment account,Finance,Medium,10/03/2026,Yes,
Code review session,Review team's open pull requests,Work,Medium,10/03/2026,No,Daily
Doctor checkup,Annual physical examination,Health,Medium,10/03/2026,Yes,
Update dependencies,Upgrade outdated packages to latest versions,Work,High,10/03/2026,No,
Set up CI/CD pipeline,Automate build and deployment process,Work,Medium,10/03/2026,Yes,Monthly
Print ticket,Download and print required ticket,General,High,10/03/2026,No,
Pay off credit card balance,Clear full balance before due date,Finance,Low,11/03/2026,No,
Print ticket,Download and print required ticket,General,Medium,11/03/2026,Yes,Weekly
Update emergency contacts,Add new phone numbers and addresses,Personal,High,11/03/2026,Yes,
Research pension contributions,Review employer match options,Finance,Low,11/03/2026,No,Weekly
Morning run 5km,Steady pace training run,Health,Medium,11/03/2026,No,
Security audit of API,Review for vulnerabilities and patch issues,Work,Medium,11/03/2026,Yes,
New Year goals review,Check progress on annual objectives,Personal,Medium,11/03/2026,No,
Pick up prescription,Collect medication from pharmacy,Shopping,High,11/03/2026,No,
Follow up on keyboard,Chase outstanding response on keyboard,General,Low,11/03/2026,Yes,
Write in journal,Reflect on the week and set intentions,Personal,Medium,11/03/2026,No,
Pay off credit card balance,Clear full balance before due date,Finance,Medium,11/03/2026,Yes,
Renew parking permit,Submit renewal before current one expires,General,Medium,11/03/2026,No,
Read chapter of Clean Code,Continue reading Clean Code,Personal,High,11/03/2026,No,Daily
Check investment portfolio,Review ETF performance and rebalance,Finance,High,12/03/2026,No,
Review pull request #15,Code review for the latest changes,Work,Medium,12/03/2026,No,
Morning run 5km,Steady pace training run,Health,Low,12/03/2026,Yes,
Check local news,Read area updates and community notices,General,Low,12/03/2026,No,Weekly
Take vitamins,"D3, B12 and Omega-3 daily supplements",Health,Medium,12/03/2026,Yes,
Meal prep healthy lunches,Cook proteins and salads for the week,Health,High,12/03/2026,No,
Buy monitor stand,Purchase monitor stand from local store or online,Shopping,High,12/03/2026,No,
Schedule monthly review,Block calendar time for retrospective,General,High,12/03/2026,No,
Performance review write-up,Document achievements and goals,Work,High,12/03/2026,No,Weekly
Read chapter of Sapiens,Continue reading Sapiens,Personal,Low,12/03/2026,Yes,Daily
